"name","year","team","games","games_started","minutes_played","field_goals","field_goal_attempts","three_point","three_point_attempts","rebounds","assists","steals","blocks","points"
"George Hill","2016","IND","74","73","2524","326","739","128","314","298","259","83","17","894"
"Jordan Hill","2016","IND","73","11","1513","278","549","0","1","451","87","36","37","645"
"Solomon Hill","2016","IND","59","3","866","93","208","24","74","166","57","37","11","246"
"Darrun Hilliard","2016","DET","38","2","383","52","131","19","50","45","27","9","1","152"
"Kirk Hinrich","2016","TOT","46","7","631","49","129","24","62","70","73","15","2","137"
"Kirk Hinrich","2016","CHI","35","7","555","47","118","23","56","58","59","13","1","132"
"Kirk Hinrich","2016","ATL","11","0","76","2","11","1","6","12","14","2","1","5"
"Jrue Holiday","2016","NOP","65","23","1831","410","935","87","259","195","391","88","22","1089"
"Justin Holiday","2016","TOT","53","5","773","88","228","36","105","90","56","32","19","239"
"Justin Holiday","2016","ATL","26","1","263","24","73","10","45","27","11","13","4","63"
"Justin Holiday","2016","CHI","27","4","510","64","155","26","60","63","45","19","15","176"
"Ryan Hollins","2016","TOT","37","12","460","49","79","0","0","98","10","6","21","124"
"Ryan Hollins","2016","WAS","5","3","48","4","7","0","0","11","0","0","1","8"
"Ryan Hollins","2016","MEM","32","9","412","45","72","0","0","87","10","6","20","116"
"Rondae Hollis-Jefferson","2016","BRK","29","17","615","63","138","4","14","154","43","39","16","167"
"Richaun Holmes","2016","PHI","51","1","702","114","222","8","44","135","33","19","40","287"
"Rodney Hood","2016","UTA","79","79","2541","408","972","161","449","267","213","73","16","1149"
"Al Horford","2016","ATL","82","82","2631","529","1048","88","256","596","263","68","121","1249"
"Dwight Howard","2016","HOU","71","71","2280","372","600","0","6","835","98","69","113","976"
"Marcelo Huertas","2016","LAL","53","0","869","97","230","16","61","90","182","26","7","237"
"Josh Huestis","2016","OKC","5","0","55","5","12","4","6","10","0","1","2","14"
"Kris Humphries","2016","TOT","53","17","835","121","295","34","108","218","36","16","23","343"
"Kris Humphries","2016","WAS","28","14","466","64","158","23","67","115","16","3","14","180"
"Kris Humphries","2016","PHO","4","3","74","10","36","3","10","32","7","3","2","29"
"Kris Humphries","2016","ATL","21","0","295","47","101","8","31","71","13","10","7","134"
"R.J. Hunter","2016","BOS","36","0","315","36","98","19","63","37","13","14","4","97"
"Serge Ibaka","2016","OKC","78","78","2500","416","869","60","184","533","66","38","148","983"
"Andre Iguodala","2016","GSW","65","1","1732","176","368","54","154","263","219","73","19","457"
"Ersan Ilyasova","2016","TOT","74","56","1881","280","661","96","259","403","67","52","33","767"
"Ersan Ilyasova","2016","DET","52","52","1434","216","508","78","215","282","55","38","27","589"
"Ersan Ilyasova","2016","ORL","22","4","447","64","153","18","44","121","12","14","6","178"
"Joe Ingles","2016","UTA","81","2","1241","124","291","81","210","151","96","55","4","342"
"Damien Inglis","2016","MIL","20","1","156","13","37","3","13","31","10","6","3","36"
"Kyrie Irving","2016","CLE","53","53","1667","394","879","84","262","157","249","56","18","1041"
"Jarrett Jack","2016","BRK","32","32","1027","140","358","31","102","136","236","34","7","411"
"Reggie Jackson","2016","DET","79","79","2424","540","1244","118","334","253","492","59","11","1489"
"LeBron James","2016","CLE","76","76","2709","737","1416","87","282","565","514","104","49","1920"
"Al Jefferson","2016","CHO","47","18","1096","245","505","0","0","301","70","30","41","562"
"Cory Jefferson","2016","PHO","8","0","50","9","22","0","1","16","0","0","1","22"
"Richard Jefferson","2016","CLE","74","5","1326","143","312","66","173","128","59","33","14","410"
"John Jenkins","2016","TOT","43","3","480","71","160","16","51","57","35","8","1","178"
"John Jenkins","2016","DAL","21","1","193","29","70","3","19","22","9","3","0","69"
"John Jenkins","2016","PHO","22","2","287","42","90","13","32","35","26","5","1","109"
"Brandon Jennings","2016","TOT","48","7","868","112","304","51","155","96","170","29","7","332"
"Brandon Jennings","2016","DET","23","1","416","53","143","24","77","46","70","11","2","157"
"Brandon Jennings","2016","ORL","25","6","452","59","161","27","78","50","100","18","5","175"
"Jonas Jerebko","2016","BOS","78","0","1176","118","286","43","108","288","62","20","24","340"
"Amir Johnson","2016","BOS","79","76","1800","249","426","10","43","505","138","52","83","577"
"Chris Johnson","2016","UTA","70","2","857","72","194","27","99","132","45","32","20","205"
"James Johnson","2016","TOR","57","32","926","114","240","20","66","126","67","29","33","287"
"Joe Johnson","2016","TOT","81","81","2703","377","859","120","313","292","318","61","4","992"
"Joe Johnson","2016","BRK","57","57","1934","247","608","85","229","224","232","40","2","671"
"Joe Johnson","2016","MIA","24","24","769","130","251","35","84","68","86","21","2","321"
"Orlando Johnson","2016","TOT","7","1","101","9","34","2","10","15","2","3","3","26"
"Orlando Johnson","2016","PHO","2","0","47","5","17","1","5","9","0","2","3","16"
"Orlando Johnson","2016","NOP","5","1","54","4","17","1","5","6","2","1","0","10"
"Stanley Johnson","2016","DET","73","6","1687","225","600","63","205","306","118","55","12","593"
"Tyler Johnson","2016","MIA","36","5","863","118","243","27","71","109","79","24","14","314"
"Wesley Johnson","2016","LAC","80","9","1666","208","515","103","309","248","49","89","56","549"
"Nikola Jokic","2016","DEN","80","55","1733","307","600","28","84","560","189","79","50","796"
"Dahntay Jones","2016","CLE","1","0","42","6","14","1","2","5","2","1","2","13"
"James Jones","2016","CLE","48","0","463","58","142","41","104","50","14","11","10","178"
"Terrence Jones","2016","HOU","50","11","1044","166","367","25","79","211","41","23","39","434"
"Tyus Jones","2016","MIN","37","0","573","56","156","16","53","47","108","31","3","156"
"DeAndre Jordan","2016","LAC","77","77","2598","357","508","0","1","1059","90","51","177","980"
"Cory Joseph","2016","TOR","80","4","2046","257","585","30","110","210","250","63","20","677"
"Chris Kaman","2016","POR","16","2","112","20","43","1","4","24","11","1","1","44"
"Frank Kaminsky","2016","CHO","81","3","1708","215","525","68","202","335","98","38","43","606"
"Enes Kanter","2016","OKC","82","1","1721","414","719","10","21","664","33","26","33","1038"
"Sergey Karasev","2016","BRK","40","5","399","30","74","11","37","58","35","6","2","97"
"Sasha Kaun","2016","CLE","25","0","95","9","17","0","0","26","3","4","5","23"
"Ryan Kelly","2016","LAL","36","0","470","55","149","5","37","121","20","13","10","152"
"Michael Kidd-Gilchrist","2016","CHO","7","7","205","33","61","3","7","45","9","3","3","89"
"Sean Kilpatrick","2016","TOT","31","0","616","123","270","39","114","56","29","12","2","345"
"Sean Kilpatrick","2016","DEN","8","0","82","8","21","4","17","6","3","2","0","27"
"Sean Kilpatrick","2016","BRK","23","0","534","115","249","35","97","50","26","10","2","318"
"Brandon Knight","2016","PHO","52","50","1870","371","895","120","351","202","263","61","20","1018"
"Kyle Korver","2016","ATL","80","80","2401","268","616","158","397","260","164","60","35","739"
"Kosta Koufos","2016","SAC","78","14","1482","236","444","0","0","423","33","40","70","529"
"Jeremy Lamb","2016","CHO","66","0","1227","230","510","56","181","252","77","42","30","580"
"Carl Landry","2016","PHI","36","12","569","139","250","6","13","146","32","12","9","351"
"Shane Larkin","2016","BRK","78","17","1751","222","502","39","108","180","342","95","12","566"
"Joffrey Lauvergne","2016","DEN","59","15","1041","195","380","13","53","290","56","13","15","465"
"Zach LaVine","2016","MIN","82","33","2294","433","959","123","316","228","251","69","17","1150"
"Ty Lawson","2016","TOT","66","13","1411","139","354","36","108","120","237","53","7","373"
"Ty Lawson","2016","HOU","53","12","1176","111","287","31","94","89","180","43","6","309"
"Ty Lawson","2016","IND","13","1","235","28","67","5","14","31","57","10","1","64"
"Courtney Lee","2016","TOT","79","65","2334","290","639","82","217","205","136","85","28","761"
"Courtney Lee","2016","MEM","51","37","1489","192","419","51","138","118","76","52","16","511"
"Courtney Lee","2016","CHO","28","28","845","98","220","31","79","87","60","33","12","250"
"David Lee","2016","TOT","55","5","903","178","335","0","1","305","84","22","28","427"
"David Lee","2016","BOS","30","4","470","87","192","0","1","130","54","12","13","214"
"David Lee","2016","DAL","25","1","433","91","143","0","0","175","30","10","15","213"
"Alex Len","2016","PHO","78","46","1821","264","624","1","7","594","97","38","62","703"
"Kawhi Leonard","2016","SAS","72","72","2380","551","1090","129","291","493","186","128","71","1523"
"Meyers Leonard","2016","POR","61","10","1333","195","435","86","228","314","92","8","18","511"
"Jon Leuer","2016","PHO","67","27","1255","224","466","42","110","373","72","38","30","567"
"Damian Lillard","2016","POR","75","75","2676","618","1474","229","610","302","512","65","28","1879"
"Jeremy Lin","2016","CHO","78","13","2048","300","728","76","226","253","235","58","42","914"
"Shaun Livingston","2016","GSW","78","3","1520","203","379","2","12","169","237","57","27","488"
"Kevon Looney","2016","GSW","5","0","21","4","7","1","2","10","0","0","0","9"
"Brook Lopez","2016","BRK","73","73","2457","591","1157","2","14","573","147","58","124","1501"
"Robin Lopez","2016","NYK","82","82","2219","357","662","0","1","602","114","16","129","842"
"Kevin Love","2016","CLE","77","77","2424","409","977","158","439","762","186","58","41","1234"
"Kyle Lowry","2016","TOR","77","77","2851","512","1198","212","547","365","494","158","34","1634"
"Trey Lyles","2016","UTA","80","33","1382","191","436","49","128","299","59","26","18","488"
"Shelvin Mack","2016","TOT","52","27","1058","182","415","39","125","128","187","34","3","448"
"Shelvin Mack","2016","ATL","24","0","179","40","95","4","27","22","38","8","0","93"
"Shelvin Mack","2016","UTA","28","27","879","142","320","35","98","106","149","26","3","355"
"Ian Mahinmi","2016","IND","71","71","1816","264","448","0","0","507","104","65","75","660"
"Devyn Marble","2016","ORL","28","0","249","21","71","8","32","38","12","13","1","60"
"Boban Marjanovic","2016","SAS","54","4","508","105","174","0","0","194","21","12","23","297"
"Kendall Marshall","2016","PHI","30","6","400","43","118","16","49","28","73","16","2","111"
"Jarell Martin","2016","MEM","27","0","380","54","116","0","2","86","15","8","7","153"
"Kevin Martin","2016","TOT","55","13","1095","156","419","49","136","110","58","26","3","514"
"Kevin Martin","2016","MIN","39","12","834","126","334","38","103","81","46","17","1","415"
"Kevin Martin","2016","SAS","16","1","261","30","85","11","33","29","12","9","2","99"
"Wesley Matthews","2016","DAL","78","78","2644","331","854","189","525","238","151","78","17","977"
"O.J. Mayo","2016","MIL","41","24","1090","119","321","52","162","105","118","48","8","321"
"Luc Mbah","2016","LAC","75","61","1274","94","207","13","40","171","30","44","19","231"
"James Michael","2016","GSW","41","1","262","45","84","1","2","58","17","10","8","117"
"Ray McCallum","2016","TOT","41","6","475","55","146","15","42","47","60","12","7","137"
"Ray McCallum","2016","SAS","31","3","256","27","67","5","16","31","33","5","4","68"
"Ray McCallum","2016","MEM","10","3","219","28","79","10","26","16","27","7","3","69"
"C.J. McCollum","2016","POR","80","80","2780","641","1431","197","472","259","341","97","23","1666"
"T.J. McConnell","2016","PHI","81","17","1606","218","464","31","89","250","367","95","10","493"
"Chris McCullough","2016","BRK","24","4","362","44","109","13","34","68","9","28","12","112"
"K.J. McDaniels","2016","HOU","37","1","235","29","72","7","25","42","10","7","6","89"
"Doug McDermott","2016","CHI","81","4","1861","291","644","110","259","195","59","14","6","764"
"Mitch McGary","2016","OKC","20","0","72","11","23","0","4","18","3","1","2","26"
"JaVale McGee","2016","DAL","34","2","370","77","134","0","1","133","3","5","26","172"
"Ben McLemore","2016","SAC","68","53","1443","195","455","67","185","148","79","52","10","531"
"Jordan McRae","2016","TOT","22","1","195","34","78","10","22","20","25","3","1","99"
"Jordan McRae","2016","PHO","7","0","82","11","26","3","11","8","10","3","0","37"
"Jordan McRae","2016","CLE","15","1","113","23","52","7","11","12","15","0","1","62"
"Josh McRoberts","2016","MIA","42","1","595","55","148","12","49","105","81","18","7","150"
"Jodie Meeks","2016","DET","3","0","43","7","20","4","9","5","3","0","0","22"
"Salah Mejri","2016","DAL","34","6","397","49","78","0","1","123","10","8","36","125"
"Jordan Mickey","2016","BOS","16","0","57","8","22","0","0","13","1","0","11","21"
"Khris Middleton","2016","MIL","79","79","2852","507","1142","143","361","302","331","131","19","1434"
"C.J. Miles","2016","IND","64","24","1464","259","634","142","387","175","63","53","29","753"
"Andre Miller","2016","TOT","39","4","461","59","106","2","8","51","87","16","0","144"
"Andre Miller","2016","MIN","26","0","280","36","58","1","4","24","58","9","0","88"
"Andre Miller","2016","SAS","13","4","181","23","48","1","4","27","29","7","0","56"
"Mike Miller","2016","DEN","47","2","373","22","62","19","52","53","40","13","4","63"
"Patty Mills","2016","SAS","81","3","1662","260","612","123","320","158","226","59","6","690"
"Elijah Millsap","2016","UTA","20","0","173","11","39","1","12","35","19","7","3","36"
"Paul Millsap","2016","ATL","81","81","2647","501","1066","74","232","732","265","147","139","1385"
"Nikola Mirotic","2016","CHI","66","38","1646","248","609","135","346","362","100","58","46","777"
"Nazr Mohammed","2016","OKC","5","0","19","3","5","0","0","4","0","0","0","8"
"Greg Monroe","2016","MIL","79","67","2314","491","941","0","1","696","178","72","67","1210"
"Luis Montero","2016","POR","12","0","42","5","19","1","9","4","1","0","0","14"
"ETwaun Moore","2016","CHI","59","22","1263","187","389","47","104","133","99","37","18","443"
"Eric Moreland","2016","SAC","8","0","48","3","6","0","0","11","1","0","4","8"
"Marcus Morris","2016","DET","80","80","2856","410","945","108","298","404","201","67","23","1131"
"Markieff Morris","2016","TOT","64","45","1629","305","718","47","155","352","124","58","34","765"
"Markieff Morris","2016","PHO","37","24","917","171","431","22","76","194","87","33","17","430"
